"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","NUMERIC_PRECISION","NUMERIC_SCALE","IS_NULLABLE","ORDINAL_POSITION"
"reportes","vw_cobranza_bandeja","monto_total_pagado","decimal","","38","2","NO","14"
"reportes","vw_cobranza_bandeja","monto_total_dispensado","decimal","","38","2","NO","15"
"reportes","vw_cobranza_bandeja","interes_acumulado","decimal","","18","2","NO","16"
"reportes","vw_cobranza_bandeja","comision_acumulada","decimal","","18","2","NO","17"
"reportes","vw_cobranza_bandeja","mora_acumulada","decimal","","18","2","NO","18"
"reportes","vw_cobranza_bandeja","cargos_acumulados","decimal","","18","2","NO","19"
"reportes","vw_cobranza_bandeja","total_vencido","decimal","","38","2","NO","20"
"reportes","vw_cobranza_bandeja","dias_mora","int","","10","0","NO","21"
"reportes","vw_cobranza_bandeja","cuotas_vencidas","int","","10","0","NO","22"
"reportes","vw_cobranza_bandeja","codigo_clasificacion_cobranza","nvarchar","10","","","YES","23"
"reportes","vw_cobranza_bandeja","nombre_clasificacion_cobranza","nvarchar","150","","","YES","24"
"reportes","vw_cobranza_bandeja","orden_clasificacion","int","","10","0","YES","25"
"reportes","vw_cobranza_bandeja","usa_clasificacion_operativa_temporal","bit","","","","YES","26"
"reportes","vw_cobranza_bandeja","codigo_rango_mora_regulatorio","nvarchar","30","","","YES","27"
"reportes","vw_cobranza_bandeja","id_asignacion_cobranza_credito","bigint","","19","0","YES","28"
"reportes","vw_cobranza_bandeja","usuario_responsable_actual","nvarchar","100","","","YES","29"
"reportes","vw_cobranza_bandeja","nombre_responsable_actual","nvarchar","301","","","YES","30"
"reportes","vw_cobranza_bandeja","correo_responsable_actual","nvarchar","150","","","YES","31"
"reportes","vw_cobranza_bandeja","telefono_responsable_actual","nvarchar","50","","","YES","32"
"reportes","vw_cobranza_bandeja","fecha_ultimo_pago","datetime2","","","","YES","33"
"reportes","vw_cobranza_bandeja","monto_ultimo_pago","decimal","","18","2","YES","34"
"reportes","vw_cobranza_bandeja","dias_desde_ultimo_pago","int","","10","0","YES","35"
"reportes","vw_cobranza_bandeja","tiene_pago_reciente","bit","","","","YES","36"
"reportes","vw_cobranza_bandeja","id_ultima_gestion","bigint","","19","0","YES","37"
"reportes","vw_cobranza_bandeja","fecha_ultima_gestion","datetime2","","","","YES","38"
"reportes","vw_cobranza_bandeja","dias_desde_ultima_gestion","int","","10","0","YES","39"
"reportes","vw_cobranza_bandeja","usuario_ultima_gestion","nvarchar","100","","","YES","40"
"reportes","vw_cobranza_bandeja","resultado_ultima_gestion","nvarchar","150","","","YES","41"
"reportes","vw_cobranza_bandeja","comentario_ultima_gestion","nvarchar","2000","","","YES","42"
"reportes","vw_cobranza_bandeja","fecha_proximo_seguimiento","datetime2","","","","YES","43"
"reportes","vw_cobranza_bandeja","es_seguimiento_vencido","bit","","","","YES","44"
"reportes","vw_cobranza_bandeja","es_seguimiento_para_hoy","bit","","","","YES","45"
"reportes","vw_cobranza_bandeja","id_promesa_activa","bigint","","19","0","YES","46"
"reportes","vw_cobranza_bandeja","monto_promesa_activa","decimal","","18","2","YES","47"
"reportes","vw_cobranza_bandeja","fecha_promesa_activa","date","","","","YES","48"
"reportes","vw_cobranza_bandeja","codigo_estado_promesa_activa","nvarchar","50","","","YES","49"
"reportes","vw_cobranza_bandeja","nombre_estado_promesa_activa","nvarchar","150","","","YES","50"
"reportes","vw_cobranza_bandeja","es_promesa_para_hoy","bit","","","","NO","51"
"reportes","vw_cobranza_bandeja","es_promesa_por_vencer","bit","","","","NO","52"
"reportes","vw_cobranza_bandeja","es_promesa_vencida","bit","","","","NO","53"
"reportes","vw_cobranza_bandeja","codigo_alerta_operativa","nvarchar","8","","","NO","54"
"reportes","vw_cobranza_bandeja","nombre_alerta_operativa","nvarchar","20","","","NO","55"
"reportes","vw_cobranza_bandeja","total_gestiones","int","","10","0","NO","56"
"reportes","vw_cobranza_bandeja","total_promesas","int","","10","0","NO","57"
"reportes","vw_cobranza_bandeja","total_dispensas","int","","10","0","NO","58"
"reportes","vw_cobranza_bandeja","total_dispensas_pendientes","int","","10","0","NO","59"
"reportes","vw_cobranza_bandeja","total_dispensas_aprobadas","int","","10","0","NO","60"
"reportes","vw_cobranza_bandeja","total_dispensas_aplicadas","int","","10","0","NO","61"
"reportes","vw_cobranza_bandeja","tiene_dispensa_solicitada","bit","","","","YES","62"
"reportes","vw_cobranza_bandeja","tiene_dispensa_aprobada","bit","","","","YES","63"
"reportes","vw_cobranza_bandeja","tiene_dispensa_aplicada","bit","","","","YES","64"
"reportes","vw_cobranza_bitacora","id_bitacora_gestion_cobranza","bigint","","19","0","NO","1"
"reportes","vw_cobranza_bitacora","id_credito","bigint","","19","0","NO","2"
"reportes","vw_cobranza_bitacora","numero_credito","nvarchar","50","","","YES","3"
"reportes","vw_cobranza_bitacora","id_cliente","bigint","","19","0","YES","4"
"reportes","vw_cobranza_bitacora","nom_cliente","nvarchar","250","","","YES","5"
"reportes","vw_cobranza_bitacora","cedula_cliente","nvarchar","50","","","YES","6"
"reportes","vw_cobranza_bitacora","id_gestion_cobranza_credito","bigint","","19","0","YES","7"
"reportes","vw_cobranza_bitacora","id_promesa_pago_credito","bigint","","19","0","YES","8"
"reportes","vw_cobranza_bitacora","id_solicitud_dispensa_credito","bigint","","19","0","YES","9"
"reportes","vw_cobranza_bitacora","tipo_evento","nvarchar","50","","","NO","10"
"reportes","vw_cobranza_bitacora","detalle_evento","nvarchar","2000","","","NO","11"
"reportes","vw_cobranza_bitacora","usuario_evento","nvarchar","100","","","NO","12"
"reportes","vw_cobranza_bitacora","fecha_evento","datetime2","","","","NO","13"
"reportes","vw_cobranza_contactos_credito","id_credito","bigint","","19","0","NO","1"
"reportes","vw_cobranza_contactos_credito","id_cliente","bigint","","19","0","YES","2"
"reportes","vw_cobranza_contactos_credito","id_persona_vinculada_credito","bigint","","19","0","YES","3"
"reportes","vw_cobranza_contactos_credito","codigo_tipo_contacto_gestion_cobranza","nvarchar","10","","","NO","4"
"reportes","vw_cobranza_contactos_credito","nombre_tipo_contacto_gestion_cobranza","nvarchar","10","","","NO","5"
"reportes","vw_cobranza_contactos_credito","nombre_contacto","nvarchar","301","","","YES","6"
"reportes","vw_cobranza_contactos_credito","numero_identificacion","nvarchar","50","","","YES","7"
"reportes","vw_cobranza_contactos_credito","telefono","nvarchar","50","","","YES","8"
"reportes","vw_cobranza_contactos_credito","correo","nvarchar","250","","","YES","9"
"reportes","vw_cobranza_contactos_credito","direccion","nvarchar","500","","","YES","10"
"reportes","vw_cobranza_contactos_credito","tipo_vinculacion","nvarchar","150","","","YES","11"
"reportes","vw_cobranza_contactos_credito","cargo_relacion","nvarchar","150","","","YES","12"
"reportes","vw_cobranza_contactos_credito","observacion","nvarchar","1000","","","YES","13"
"reportes","vw_cobranza_detalle_credito","id_credito","bigint","","19","0","NO","1"
"reportes","vw_cobranza_detalle_credito","id_cliente","bigint","","19","0","YES","2"
"reportes","vw_cobranza_detalle_credito","numero_credito","nvarchar","50","","","YES","3"
"reportes","vw_cobranza_detalle_credito","cedula_cliente","nvarchar","50","","","YES","4"
"reportes","vw_cobranza_detalle_credito","nom_cliente","nvarchar","250","","","YES","5"
"reportes","vw_cobranza_detalle_credito","telefono","nvarchar","50","","","YES","6"
"reportes","vw_cobranza_detalle_credito","correo","nvarchar","150","","","YES","7"
"reportes","vw_cobranza_detalle_credito","direccion","nvarchar","300","","","YES","8"
"reportes","vw_cobranza_detalle_credito","moneda","nvarchar","10","","","NO","9"
"reportes","vw_cobranza_detalle_credito","estado_operativo","nvarchar","5","","","NO","10"
"reportes","vw_cobranza_detalle_credito","monto_aprobado","decimal","","18","2","NO","11"
"reportes","vw_cobranza_detalle_credito","saldo_capital","decimal","","18","2","NO","12"
"reportes","vw_cobranza_detalle_credito","saldo_total_pendiente","decimal","","38","2","NO","13"
"reportes","vw_cobranza_detalle_credito","monto_total_pagado","decimal","","38","2","NO","14"
"reportes","vw_cobranza_detalle_credito","monto_total_dispensado","decimal","","38","2","NO","15"
"reportes","vw_cobranza_detalle_credito","interes_acumulado","decimal","","18","2","NO","16"
"reportes","vw_cobranza_detalle_credito","comision_acumulada","decimal","","18","2","NO","17"
"reportes","vw_cobranza_detalle_credito","mora_acumulada","decimal","","18","2","NO","18"
"reportes","vw_cobranza_detalle_credito","cargos_acumulados","decimal","","18","2","NO","19"
"reportes","vw_cobranza_detalle_credito","total_vencido","decimal","","38","2","NO","20"
"reportes","vw_cobranza_detalle_credito","dias_mora","int","","10","0","NO","21"
"reportes","vw_cobranza_detalle_credito","cuotas_vencidas","int","","10","0","NO","22"
"reportes","vw_cobranza_detalle_credito","codigo_clasificacion_cobranza","nvarchar","10","","","YES","23"
"reportes","vw_cobranza_detalle_credito","nombre_clasificacion_cobranza","nvarchar","150","","","YES","24"
"reportes","vw_cobranza_detalle_credito","orden_clasificacion","int","","10","0","YES","25"
"reportes","vw_cobranza_detalle_credito","usa_clasificacion_operativa_temporal","bit","","","","YES","26"
"reportes","vw_cobranza_detalle_credito","codigo_rango_mora_regulatorio","nvarchar","30","","","YES","27"
"reportes","vw_cobranza_detalle_credito","id_asignacion_cobranza_credito","bigint","","19","0","YES","28"
"reportes","vw_cobranza_detalle_credito","usuario_responsable_actual","nvarchar","100","","","YES","29"
"reportes","vw_cobranza_detalle_credito","nombre_responsable_actual","nvarchar","301","","","YES","30"
"reportes","vw_cobranza_detalle_credito","correo_responsable_actual","nvarchar","150","","","YES","31"
"reportes","vw_cobranza_detalle_credito","telefono_responsable_actual","nvarchar","50","","","YES","32"
"reportes","vw_cobranza_detalle_credito","fecha_ultimo_pago","datetime2","","","","YES","33"
"reportes","vw_cobranza_detalle_credito","monto_ultimo_pago","decimal","","18","2","YES","34"
"reportes","vw_cobranza_detalle_credito","dias_desde_ultimo_pago","int","","10","0","YES","35"
"reportes","vw_cobranza_detalle_credito","tiene_pago_reciente","bit","","","","YES","36"
"reportes","vw_cobranza_detalle_credito","id_ultima_gestion","bigint","","19","0","YES","37"
"reportes","vw_cobranza_detalle_credito","fecha_ultima_gestion","datetime2","","","","YES","38"
"reportes","vw_cobranza_detalle_credito","dias_desde_ultima_gestion","int","","10","0","YES","39"
"reportes","vw_cobranza_detalle_credito","usuario_ultima_gestion","nvarchar","100","","","YES","40"
"reportes","vw_cobranza_detalle_credito","resultado_ultima_gestion","nvarchar","150","","","YES","41"
"reportes","vw_cobranza_detalle_credito","comentario_ultima_gestion","nvarchar","2000","","","YES","42"
"reportes","vw_cobranza_detalle_credito","fecha_proximo_seguimiento","datetime2","","","","YES","43"
"reportes","vw_cobranza_detalle_credito","es_seguimiento_vencido","bit","","","","YES","44"
"reportes","vw_cobranza_detalle_credito","es_seguimiento_para_hoy","bit","","","","YES","45"
"reportes","vw_cobranza_detalle_credito","id_promesa_activa","bigint","","19","0","YES","46"
"reportes","vw_cobranza_detalle_credito","monto_promesa_activa","decimal","","18","2","YES","47"
"reportes","vw_cobranza_detalle_credito","fecha_promesa_activa","date","","","","YES","48"
"reportes","vw_cobranza_detalle_credito","codigo_estado_promesa_activa","nvarchar","50","","","YES","49"
"reportes","vw_cobranza_detalle_credito","nombre_estado_promesa_activa","nvarchar","150","","","YES","50"
"reportes","vw_cobranza_detalle_credito","es_promesa_para_hoy","bit","","","","NO","51"
"reportes","vw_cobranza_detalle_credito","es_promesa_por_vencer","bit","","","","NO","52"
"reportes","vw_cobranza_detalle_credito","es_promesa_vencida","bit","","","","NO","53"
"reportes","vw_cobranza_detalle_credito","es_promesa_incumplida","bit","","","","NO","54"
"reportes","vw_cobranza_detalle_credito","monto_pagado_conciliado_promesa_activa","decimal","","38","2","NO","55"
"reportes","vw_cobranza_detalle_credito","saldo_pendiente_promesa_activa","decimal","","38","2","NO","56"
"reportes","vw_cobranza_detalle_credito","id_ultimo_pago_promesa_activa","bigint","","19","0","YES","57"
"reportes","vw_cobranza_detalle_credito","numero_recibo_promesa_activa","nvarchar","50","","","YES","58"
"reportes","vw_cobranza_detalle_credito","codigo_alerta_operativa","nvarchar","8","","","NO","59"
"reportes","vw_cobranza_detalle_credito","nombre_alerta_operativa","nvarchar","20","","","NO","60"
"reportes","vw_cobranza_detalle_credito","total_gestiones","int","","10","0","NO","61"
"reportes","vw_cobranza_detalle_credito","total_promesas","int","","10","0","NO","62"
"reportes","vw_cobranza_detalle_credito","total_dispensas","int","","10","0","NO","63"
"reportes","vw_cobranza_detalle_credito","total_dispensas_pendientes","int","","10","0","NO","64"
"reportes","vw_cobranza_detalle_credito","total_dispensas_aprobadas","int","","10","0","NO","65"
"reportes","vw_cobranza_detalle_credito","total_dispensas_aplicadas","int","","10","0","NO","66"
"reportes","vw_cobranza_detalle_credito","tiene_dispensa_solicitada","bit","","","","YES","67"
"reportes","vw_cobranza_detalle_credito","tiene_dispensa_aprobada","bit","","","","YES","68"
"reportes","vw_cobranza_detalle_credito","tiene_dispensa_aplicada","bit","","","","YES","69"
"reportes","vw_cobranza_historial_gestiones","id_gestion_cobranza_credito","bigint","","19","0","NO","1"
"reportes","vw_cobranza_historial_gestiones","id_credito","bigint","","19","0","NO","2"
"reportes","vw_cobranza_historial_gestiones","numero_credito","nvarchar","50","","","YES","3"
"reportes","vw_cobranza_historial_gestiones","id_cliente","bigint","","19","0","YES","4"
"reportes","vw_cobranza_historial_gestiones","nom_cliente","nvarchar","250","","","YES","5"
"reportes","vw_cobranza_historial_gestiones","cedula_cliente","nvarchar","50","","","YES","6"
"reportes","vw_cobranza_historial_gestiones","codigo_tipo_gestion_cobranza","nvarchar","50","","","NO","7"
"reportes","vw_cobranza_historial_gestiones","nombre_tipo_gestion_cobranza","nvarchar","150","","","NO","8"
"reportes","vw_cobranza_historial_gestiones","codigo_resultado_gestion_cobranza","nvarchar","50","","","NO","9"
"reportes","vw_cobranza_historial_gestiones","nombre_resultado_gestion_cobranza","nvarchar","150","","","NO","10"
"reportes","vw_cobranza_historial_gestiones","codigo_canal_gestion_cobranza","nvarchar","50","","","NO","11"
"reportes","vw_cobranza_historial_gestiones","nombre_canal_gestion_cobranza","nvarchar","150","","","NO","12"
"reportes","vw_cobranza_historial_gestiones","codigo_tipo_contacto_gestion_cobranza","nvarchar","50","","","NO","13"
"reportes","vw_cobranza_historial_gestiones","nombre_tipo_contacto_gestion_cobranza","nvarchar","150","","","NO","14"
"reportes","vw_cobranza_historial_gestiones","id_persona_vinculada_credito","bigint","","19","0","YES","15"
"reportes","vw_cobranza_historial_gestiones","nombre_referencia","nvarchar","250","","","YES","16"
"reportes","vw_cobranza_historial_gestiones","tipo_vinculacion","nvarchar","100","","","YES","17"
"reportes","vw_cobranza_historial_gestiones","cargo_relacion","nvarchar","150","","","YES","18"
"reportes","vw_cobranza_historial_gestiones","id_solicitud_dispensa_credito","bigint","","19","0","YES","19"
"reportes","vw_cobranza_historial_gestiones","fecha_gestion","datetime2","","","","NO","20"
"reportes","vw_cobranza_historial_gestiones","usuario_gestor","nvarchar","100","","","NO","21"
"reportes","vw_cobranza_historial_gestiones","comentario","nvarchar","2000","","","YES","22"
"reportes","vw_cobranza_historial_gestiones","fecha_proximo_seguimiento","datetime2","","","","YES","23"
"reportes","vw_cobranza_historial_gestiones","activo","bit","","","","NO","24"
"reportes","vw_cobranza_historial_gestiones","id_promesa_pago_credito","bigint","","19","0","YES","25"
"reportes","vw_cobranza_historial_gestiones","monto_prometido","decimal","","18","2","YES","26"
"reportes","vw_cobranza_historial_gestiones","fecha_prometida","date","","","","YES","27"
"reportes","vw_cobranza_historial_gestiones","codigo_estado_promesa_pago","nvarchar","50","","","YES","28"
"reportes","vw_cobranza_historial_gestiones","nombre_estado_promesa_pago","nvarchar","150","","","YES","29"
"reportes","vw_cobranza_productividad_gestor","usuario_gestor","nvarchar","100","","","NO","1"
"reportes","vw_cobranza_productividad_gestor","nombre_gestor","nvarchar","301","","","YES","2"
"reportes","vw_cobranza_productividad_gestor","total_gestiones","int","","10","0","YES","3"
